390,130
391,136
392,142
393,135
394,143
395,148
396,148
397,154
398,165
399,173
400,170
401,165
402,194
403,165
404,184
405,168
406,161
407,170
408,176
409,171
410,180
411,208
412,183
413,222
414,177
415,204
416,188
417,192
418,203
419,206
420,207
421,228
422,232
423,242
424,217
425,233
426,208
427,210
428,199
429,212
430,213
431,218
432,228
433,217
434,268
435,221
436,280
437,269
438,256
439,223
440,234
441,244
442,243
443,251
444,253
445,279
446,255
447,314
448,288
449,276
450,241
451,250
452,263
453,265
454,275
455,276
456,302
457,267
458,333
459,333
460,303
461,282
462,270
463,286
464,287
465,297
466,307
467,295
468,380
469,309
470,399
471,397
472,368
473,346
474,354
475,376
476,376
477,387
478,387
479,380
480,498
481,491
482,406
483,529
484,414
485,437
486,446
487,468
488,469
489,473
490,474
491,586
492,469
493,483
494,577
495,617
496,494
497,540
498,521
499,518
500,516
501,517
502,646
503,516
504,517
505,629
506,671
507,547
508,588
509,550
510,569
511,561
512,560
513,720
514,557
515,574
516,681
517,730
518,585
519,628
520,592
521,605
522,590
523,590
524,775
525,596
526,613
527,722
528,791
529,620
530,614
531,659
532,625
533,615
534,620
535,768
536,607
537,630
538,728
539,812
540,630
541,672
542,626
543,644
544,625
545,625
546,759
547,611
548,629
549,741
550,818
551,626
552,661
553,621
554,642
555,626
556,626
557,728
558,592
559,606
560,713
561,795
562,601
563,639
564,594
565,612
566,599
567,599
568,664
569,562
570,574
571,694
572,767
573,570
574,559
575,608
576,576
577,560
578,555
579,599
580,529
581,540
582,666
583,745
584,541
585,532
586,577
587,551
588,536
589,539
590,552
591,507
592,514
593,636
594,721
595,513
596,507
597,552
598,532
599,514
600,515
601,480
602,473
603,482
604,610
605,695
606,491
607,514
608,471
609,494
610,473
611,475
612,466
613,467
614,477
615,566
616,674
617,465
618,484
619,453
620,474
621,457
622,463
623,458
624,453
625,467
626,516
627,663
628,446
629,461
630,432
631,457
632,435
633,435
634,434
635,432
636,430
637,459
638,397
639,639
640,396
641,422
642,417
643,394
644,395
645,397
646,395
647,392
648,398
649,382
650,591
651,365
652,355
653,382
654,377
655,355
656,358
657,361
658,360
659,359
660,334
661,571
662,332
663,321
664,341
665,327
666,313
667,315
668,313
669,307
670,309
671,306
672,545
673,313
674,290
675,316
676,294
677,290
678,291
679,289
680,290
681,498
682,278
683,270
684,286
685,271
686,274
687,264
688,265
689,266
690,267
691,268
692,268
693,431
694,244
695,242
696,238
697,232
698,236
699,231
700,229
701,225
702,224
703,355
704,191
705,191
706,190
707,185
708,186
709,185
710,182
711,185
712,186
713,188
714,294
715,160
716,160
717,156
718,157
719,159
720,158
721,155
722,156
723,157
724,217
725,115
726,115
727,118
728,119
729,120
730,123
731,116
732,120
733,118
734,119
735,121
736,137
737,78
738,79
739,79
740,78
741,80
742,76
743,75
744,75
745,72
746,61
747,36
748,37
749,39
750,43
751,44
752,47
753,40
754,42
755,43
756,46
757,15
758,12
759,14
760,15
761,14
762,17
763,20
764,11
765,10
766,10
767,9
768,9
769,10
770,12
771,14
772,17
773,16
774,19
775,13
776,13
777,16
778,14
779,9
780,8
781,12
782,15
783,15
784,18
785,21
786,16
787,18
788,21
789,20
790,19
791,20
792,24
793,21
794,20
795,22
796,24
797,19
798,14
799,16
800,18
801,13
802,12
803,15
804,14
805,12
806,16
807,19
808,19
809,17
810,17
811,12
812,10
813,8
814,11
815,13
816,15
817,17
818,20
819,13
820,14
821,14
822,6
823,7
824,9
825,14
826,18
827,22
828,23
829,28
830,28
831,30
832,34
833,35
834,35
835,28
836,21
837,21
838,25
839,29
840,33
841,23
842,26
843,30
844,32
845,28
846,31
847,31
848,36
849,42
850,44
851,50
852,40
853,32
854,34
855,31
856,30
857,22
858,21
859,24
860,23
861,25
862,23
863,24
864,22
865,23
866,20
867,17
868,19
869,19
870,23
871,26
872,26
873,31
874,30
875,28
876,30
877,28
878,24
879,16
880,20
881,23
882,17
883,22
884,25
885,28
886,22
887,22
888,24
889,18
890,17
891,22
892,19
893,19
894,22
895,28
896,22
897,24
898,25
899,27
900,26
901,19
902,23
903,23
904,25
905,26
906,30
907,16
908,18
909,16
910,13
911,13
912,16
913,20
914,18
915,18
916,21
917,24
918,23
919,25
920,26
921,25
922,21
923,17
924,21
925,18
926,16
927,19
928,23
929,19
930,24
931,29
932,20
933,23
934,21
935,27
936,34
937,36
938,40
939,47
940,38
941,27
942,33
943,27
944,22
945,22
946,29
947,26
948,25
949,27
950,32
951,24
952,30
953,32
954,34
955,34
956,34
957,35
958,34
959,38
960,31
961,33
962,35
963,35
964,37
965,37
966,35
967,34
968,35
969,34
970,38
971,39
972,41
973,37
974,37
975,41
976,36
977,32
978,32
979,32
980,36
981,32
982,35
983,39
984,42
985,37
986,32
987,36
988,36
989,40
990,24
991,23
992,25
993,28
994,29
995,29
996,31
997,31
998,21
999,24
1000,17
1001,15
1002,14
1003,18
1004,19
1005,18
1006,20
1007,25
1008,30
1009,29
1010,34
1011,38
1012,35
1013,33
1014,37
1015,33
1016,37
1017,23
1018,29
1019,31
1020,25
1021,29
1022,31
1023,26
1024,29
1025,29
1026,28
1027,32
1028,27
1029,33
1030,32
1031,31
1032,36
1033,38
1034,32
1035,28
1036,31
1037,36
1038,32
1039,24
1040,29
1041,32
1042,31
1043,30
1044,31
1045,31
1046,30
1047,19
1048,25
1049,24
1050,21
1051,27
1052,34
1053,33
1054,37
1055,36
1056,41
1057,28
1058,28
1059,35
1060,29
1061,26
1062,33
1063,37
1064,34
1065,33
1066,34
1067,38
1068,30
1069,27
1070,31
1071,33
1072,28
1073,33
1074,27
1075,28
1076,34
1077,32
1078,29
1079,22
1080,24
1081,31
1082,33
1083,23
1084,29
1085,30
1086,31
1087,37
1088,38
1089,35
1090,29
1091,28
1092,35
1093,36
1094,25
1095,34
1096,39
1097,41
1098,45
1099,43
1100,29
1101,29
1102,22
1103,30
1104,32
1105,36
1106,44
1107,49
1108,42
1109,48
1110,51
1111,37
1112,33
1113,35
1114,44
1115,42
1116,30
1117,40
1118,40
1119,36
1120,41
1121,49
1122,47
1123,37
1124,45
1125,53
1126,55
1127,41
1128,49
1129,48
1130,46
1131,47
1132,50
1133,37
1134,37
1135,30
1136,37
1137,36
1138,30
1139,37
1140,36
1141,32
1142,34
1143,40
1144,29
1145,28
1146,29
1147,34
1148,38
1149,32
1150,38
1151,41
1152,40
1153,40
1154,39
1155,43
1156,27
1157,25
1158,33
1159,39
1160,38
1161,39
1162,33
1163,28
1164,36
1165,35
1166,40
1167,42
1168,46
1169,48
1170,49
1171,42
1172,44
1173,40
1174,33
1175,35
1176,38
1177,27
1178,26
1179,22
1180,27
1181,26
1182,30
1183,32
1184,36
1185,36
1186,25
1187,24
1188,20
1189,16
1190,22
1191,23
1192,29
1193,26
1194,30
1195,36
1196,39
1197,41
1198,34
1199,38
1200,39
1201,32
1202,34
1203,36
1204,32
1205,37
1206,36
1207,35
1208,27
1209,31
1210,25
1211,24
1212,26
1213,29
1214,29
1215,21
1216,23
1217,27
1218,28
1219,20
1220,22
1221,23
1222,24
1223,27
1224,19
1225,15
1226,13
1227,16
1228,16
1229,16
1230,17
1231,18
1232,15
1233,14
1234,14
1235,11
1236,9
1237,10
1238,11
1239,11
1240,10
1241,11
1242,12
1243,9
1244,8
1245,10
1246,11
1247,8
1248,10
1249,13
1250,16
1251,12
1252,16
1253,19
1254,22
1255,18
1256,14
1257,14
1258,14
1259,12
1260,16
1261,16
1262,14
1263,15
1264,17
1265,20
1266,22
1267,25
1268,25
1269,24
1270,21
1271,24
1272,22
1273,17
1274,18
1275,20
1276,23
1277,15
1278,16
1279,16
1280,16
1281,18
1282,21
1283,22
1284,22
1285,22
1286,22
1287,23
1288,17
1289,20
1290,25
1291,28
1292,30
1293,34
1294,37
1295,40
1296,44
1297,47
1298,51
1299,48
1300,44
1301,47
1302,50
1303,48
1304,52
1305,56
1306,58
1307,60
1308,63
1309,66
1310,67
1311,63
1312,66
1313,69
1314,64
1315,67
1316,70
1317,73
1318,74
1319,75
